Solar3,Mean,Year,Date-No,Time,Rain,Weather,Temp
,0.0,2012,2,1.0,10.0,1,3
,0.0,2012,2,1.5,10.0,1,3
,0.0,2012,2,2.0,10.0,1,3
,0.0,2012,2,2.5,10.0,1,3
,0.0,2012,2,3.0,10.0,1,3
,0.0,2012,2,3.5,10.0,1,1
,0.0,2012,2,4.0,10.0,1,1
,0.0,2012,2,4.5,10.0,1,1
,0.0,2012,2,5.0,10.0,1,1
,0.0,2012,2,5.5,10.0,1,1
,0.0,2012,2,6.0,10.0,1,1
,0.0,2012,2,6.5,10.0,0,1
,0.0,2012,2,7.0,10.0,0,1
,0.0,2012,2,7.5,10.0,0,1
,34.0,2012,2,8.0,10.0,0,1
,48.0,2012,2,8.5,10.0,0,1
,335.0,2012,2,9.0,10.0,0,1
,529.0,2012,2,9.5,10.0,0,5
,1582.5,2012,2,10.0,10.0,0,5
,1530.0,2012,2,10.5,10.0,0,5
,2392.0,2012,2,11.0,10.0,0,5
,2434.5,2012,2,11.5,10.0,0,5
,811.0,2012,2,12.0,5.0,0,5
,1337.0,2012,2,12.5,0.0,0,8
,1871.0,2012,2,13.0,0.0,0,8
,2392.5,2012,2,13.5,0.0,0,8
,1982.5,2012,2,14.0,0.0,0,8
,1804.0,2012,2,14.5,0.0,0,8
,1412.5,2012,2,15.0,0.0,0,8
,748.5,2012,2,15.5,0.0,0,9
,276.5,2012,2,16.0,0.0,0,9
,60.0,2012,2,16.5,0.0,0,9
,0.0,2012,2,17.0,0.0,0,9
,0.0,2012,2,17.5,0.0,0,9
,0.0,2012,2,18.0,5.0,0,9
,0.0,2012,2,18.5,10.0,0,5
,0.0,2012,2,19.0,10.0,0,5
,0.0,2012,2,19.5,10.0,0,5
,0.0,2012,2,20.0,10.0,0,5
,0.0,2012,2,20.5,10.0,0,5
,0.0,2012,2,21.0,10.0,0,5
,0.0,2012,2,21.5,10.0,1,2
,0.0,2012,2,22.0,10.0,1,2
,0.0,2012,2,22.5,10.0,1,2
,0.0,2012,2,23.0,10.0,1,2
,0.0,2012,2,23.5,10.0,1,2
,0.0,2012,2,24.0,10.0,1,2
,0.0,2012,3,0.5,10.0,0,-1
,0.0,2012,3,1.0,10.0,0,-1
,0.0,2012,3,1.5,10.0,0,-1
,0.0,2012,3,2.0,10.0,0,-1
,0.0,2012,3,2.5,10.0,0,-1
,0.0,2012,3,3.0,10.0,0,-1
,0.0,2012,3,3.5,10.0,0,-1
,0.0,2012,3,4.0,10.0,0,-1
,0.0,2012,3,4.5,10.0,0,-1
,0.0,2012,3,5.0,10.0,0,-1
,0.0,2012,3,5.5,10.0,0,-1
,0.0,2012,3,6.0,5.0,0,-1
,0.0,2012,3,6.5,0.0,0,-2
,0.0,2012,3,7.0,0.0,0,-2
,29.5,2012,3,7.5,0.0,0,-2
,120.0,2012,3,8.0,0.0,0,-2
,170.0,2012,3,8.5,0.0,0,-2
,247.0,2012,3,9.0,0.0,0,-2
,362.5,2012,3,9.5,0.0,0,2
,472.5,2012,3,10.0,0.0,0,2
,798.5,2012,3,10.5,0.0,0,2
,884.0,2012,3,11.0,0.0,0,2
,1545.0,2012,3,11.5,0.0,0,2
,1238.0,2012,3,12.0,5.0,0,2
,1456.0,2012,3,12.5,10.0,0,7
,2499.5,2012,3,13.0,10.0,0,7
,2608.0,2012,3,13.5,10.0,0,7
,2346.5,2012,3,14.0,10.0,0,7
,1984.5,2012,3,14.5,10.0,0,7
,1469.5,2012,3,15.0,10.0,0,7
,789.0,2012,3,15.5,10.0,1,9
,211.0,2012,3,16.0,10.0,1,9
,37.5,2012,3,16.5,10.0,1,9
,0.0,2012,3,17.0,10.0,1,9
,0.0,2012,3,17.5,10.0,1,9
,0.0,2012,3,18.0,10.0,1,9
,0.0,2012,3,18.5,10.0,1,4
,0.0,2012,3,19.0,10.0,1,4
,0.0,2012,3,19.5,10.0,1,4
,0.0,2012,3,20.0,10.0,1,4
,0.0,2012,3,20.5,10.0,1,4
,0.0,2012,3,21.0,10.0,1,4
,0.0,2012,3,21.5,10.0,1,2
,0.0,2012,3,22.0,10.0,1,2
,0.0,2012,3,22.5,10.0,1,2
,0.0,2012,3,23.0,10.0,1,2
,0.0,2012,3,23.5,10.0,1,2
,0.0,2012,3,24.0,10.0,1,2
,0.0,2012,4,0.5,10.0,1,2
,0.0,2012,4,1.0,10.0,1,2
,0.0,2012,4,1.5,10.0,1,2
,0.0,2012,4,2.0,10.0,1,2
,0.0,2012,4,2.5,10.0,1,2
,0.0,2012,4,3.0,10.0,1,2
,0.0,2012,4,3.5,10.0,0,-1
,0.0,2012,4,4.0,10.0,0,-1
,0.0,2012,4,4.5,10.0,0,-1
,0.0,2012,4,5.0,10.0,0,-1
,0.0,2012,4,5.5,10.0,0,-1
,0.0,2012,4,6.0,10.0,0,-1
,0.0,2012,4,6.5,10.0,0,-1
,0.0,2012,4,7.0,10.0,0,-1
,39.0,2012,4,7.5,10.0,0,-1
,234.5,2012,4,8.0,10.0,0,-1
,738.5,2012,4,8.5,10.0,0,-1
,1337.5,2012,4,9.0,10.0,0,-1
,1808.5,2012,4,9.5,10.0,0,1
,2109.5,2012,4,10.0,10.0,0,1
,2420.5,2012,4,10.5,10.0,0,1
,2592.0,2012,4,11.0,10.0,0,1
,2654.0,2012,4,11.5,10.0,0,1
,2731.0,2012,4,12.0,15.0,0,1
,2701.5,2012,4,12.5,20.0,1,6
,2556.0,2012,4,13.0,20.0,1,6
,2362.0,2012,4,13.5,20.0,1,6
,2079.5,2012,4,14.0,20.0,1,6
,1494.0,2012,4,14.5,20.0,1,6
,638.5,2012,4,15.0,20.0,1,6
,181.5,2012,4,15.5,20.0,1,8
,187.5,2012,4,16.0,20.0,1,8
,34.0,2012,4,16.5,20.0,1,8
,0.0,2012,4,17.0,20.0,1,8
,0.0,2012,4,17.5,20.0,1,8
,0.0,2012,4,18.0,15.0,1,8
,0.0,2012,4,18.5,10.0,0,5
,0.0,2012,4,19.0,10.0,0,5
,0.0,2012,4,19.5,10.0,0,5
,0.0,2012,4,20.0,10.0,0,5
,0.0,2012,4,20.5,10.0,0,5
,0.0,2012,4,21.0,10.0,0,5
,0.0,2012,4,21.5,10.0,0,1
,0.0,2012,4,22.0,10.0,0,1
,0.0,2012,4,22.5,10.0,0,1
,0.0,2012,4,23.0,10.0,0,1
,0.0,2012,4,23.5,10.0,0,1
,0.0,2012,4,24.0,10.0,0,1
,0.0,2012,5,0.5,0.0,0,-1
,0.0,2012,5,1.0,0.0,0,-1
,0.0,2012,5,1.5,0.0,0,-1
,0.0,2012,5,2.0,0.0,0,-1
,0.0,2012,5,2.5,0.0,0,-1
,0.0,2012,5,3.0,0.0,0,-1
,0.0,2012,5,3.5,0.0,0,-3
,0.0,2012,5,4.0,0.0,0,-3
,0.0,2012,5,4.5,0.0,0,-3
,0.0,2012,5,5.0,0.0,0,-3
,0.0,2012,5,5.5,0.0,0,-3
,0.0,2012,5,6.0,0.0,0,-3
,0.0,2012,5,6.5,0.0,0,-4
,0.0,2012,5,7.0,0.0,0,-4
,9.0,2012,5,7.5,0.0,0,-4
,239.5,2012,5,8.0,0.0,0,-4
,828.0,2012,5,8.5,0.0,0,-4
,1493.5,2012,5,9.0,0.0,0,-4
,1999.5,2012,5,9.5,0.0,0,-2
,2353.5,2012,5,10.0,0.0,0,-2
,2570.5,2012,5,10.5,0.0,0,-2
,2759.0,2012,5,11.0,0.0,0,-2
,2864.5,2012,5,11.5,0.0,0,-2
,2902.5,2012,5,12.0,0.0,0,-2
,2820.0,2012,5,12.5,0.0,0,7
,2418.0,2012,5,13.0,0.0,0,7
,2263.0,2012,5,13.5,0.0,0,7
,2333.5,2012,5,14.0,0.0,0,7
,1926.5,2012,5,14.5,0.0,0,7
,1454.5,2012,5,15.0,0.0,0,7
,850.0,2012,5,15.5,0.0,0,7
,278.0,2012,5,16.0,0.0,0,7
,65.5,2012,5,16.5,0.0,0,7
,0.0,2012,5,17.0,0.0,0,7
,0.0,2012,5,17.5,0.0,0,7
,0.0,2012,5,18.0,0.0,0,7
,0.0,2012,5,18.5,0.0,0,3
,0.0,2012,5,19.0,0.0,0,3
,0.0,2012,5,19.5,0.0,0,3
,0.0,2012,5,20.0,0.0,0,3
,0.0,2012,5,20.5,0.0,0,3
,0.0,2012,5,21.0,0.0,0,3
,0.0,2012,5,21.5,0.0,0,1
,0.0,2012,5,22.0,0.0,0,1
,0.0,2012,5,22.5,0.0,0,1
,0.0,2012,5,23.0,0.0,0,1
,0.0,2012,5,23.5,0.0,0,1
,0.0,2012,5,24.0,0.0,0,1
,0.0,2012,6,0.5,0.0,0,-1
,0.0,2012,6,1.0,0.0,0,-1
,0.0,2012,6,1.5,0.0,0,-1
,0.0,2012,6,2.0,0.0,0,-1
,0.0,2012,6,2.5,0.0,0,-1
,0.0,2012,6,3.0,0.0,0,-1
,0.0,2012,6,3.5,0.0,0,-3
,0.0,2012,6,4.0,0.0,0,-3
,0.0,2012,6,4.5,0.0,0,-3
,0.0,2012,6,5.0,0.0,0,-3
,0.0,2012,6,5.5,0.0,0,-3
,0.0,2012,6,6.0,0.0,0,-3
,0.0,2012,6,6.5,0.0,0,-5
,0.0,2012,6,7.0,0.0,0,-5
,76.5,2012,6,7.5,0.0,0,-5
,226.0,2012,6,8.0,0.0,0,-5
,410.0,2012,6,8.5,0.0,0,-5
,519.0,2012,6,9.0,0.0,0,-5
,705.0,2012,6,9.5,0.0,0,0
,890.5,2012,6,10.0,0.0,0,0
,1785.0,2012,6,10.5,0.0,0,0
,1748.5,2012,6,11.0,0.0,0,0
,1452.0,2012,6,11.5,0.0,0,0
,2004.5,2012,6,12.0,5.0,0,0
,2425.0,2012,6,12.5,10.0,1,6
,2619.0,2012,6,13.0,10.0,1,6
,2389.5,2012,6,13.5,10.0,1,6
,2216.5,2012,6,14.0,10.0,1,6
,1930.0,2012,6,14.5,10.0,1,6
,1444.5,2012,6,15.0,10.0,1,6
,844.5,2012,6,15.5,10.0,0,7
,308.0,2012,6,16.0,10.0,0,7
,79.5,2012,6,16.5,10.0,0,7
,0.0,2012,6,17.0,10.0,0,7
,0.0,2012,6,17.5,10.0,0,7
,0.0,2012,6,18.0,10.0,0,7
,0.0,2012,6,18.5,10.0,1,6
,0.0,2012,6,19.0,10.0,1,6
,0.0,2012,6,19.5,10.0,1,6
,0.0,2012,6,20.0,10.0,1,6
,0.0,2012,6,20.5,10.0,1,6
,0.0,2012,6,21.0,10.0,1,6
,0.0,2012,6,21.5,10.0,0,4
,0.0,2012,6,22.0,10.0,0,4
,0.0,2012,6,22.5,10.0,0,4
,0.0,2012,6,23.0,10.0,0,4
,0.0,2012,6,23.5,10.0,0,4
,0.0,2012,6,24.0,10.0,0,4
,0.0,2012,7,0.5,10.0,1,1
,0.0,2012,7,1.0,10.0,1,1
,0.0,2012,7,1.5,10.0,1,1
,0.0,2012,7,2.0,10.0,1,1
,0.0,2012,7,2.5,10.0,1,1
,0.0,2012,7,3.0,10.0,1,1
,0.0,2012,7,3.5,10.0,0,-2
,0.0,2012,7,4.0,10.0,0,-2
,0.0,2012,7,4.5,10.0,0,-2
,0.0,2012,7,5.0,10.0,0,-2
,0.0,2012,7,5.5,10.0,0,-2
,0.0,2012,7,6.0,10.0,0,-2
,0.0,2012,7,6.5,10.0,0,-3
,0.0,2012,7,7.0,10.0,0,-3
,20.0,2012,7,7.5,10.0,0,-3
,117.0,2012,7,8.0,10.0,0,-3
,630.0,2012,7,8.5,10.0,0,-3
,672.0,2012,7,9.0,10.0,0,-3
,407.0,2012,7,9.5,10.0,0,1
,1629.0,2012,7,10.0,10.0,0,1
,2101.0,2012,7,10.5,10.0,0,1
,2315.0,2012,7,11.0,10.0,0,1
,2399.0,2012,7,11.5,10.0,0,1
,2424.0,2012,7,12.0,5.0,0,1
,2369.0,2012,7,12.5,0.0,0,6
,2282.0,2012,7,13.0,0.0,0,6
,2140.0,2012,7,13.5,0.0,0,6
,1914.0,2012,7,14.0,0.0,0,6
,1636.0,2012,7,14.5,0.0,0,6
,1293.0,2012,7,15.0,0.0,0,6
,811.0,2012,7,15.5,0.0,0,7
,118.0,2012,7,16.0,0.0,0,7
,25.0,2012,7,16.5,0.0,0,7
,0.0,2012,7,17.0,0.0,0,7
,0.0,2012,7,17.5,0.0,0,7
,0.0,2012,7,18.0,5.0,0,7
,0.0,2012,7,18.5,10.0,0,3
,0.0,2012,7,19.0,10.0,0,3
,0.0,2012,7,19.5,10.0,0,3
,0.0,2012,7,20.0,10.0,0,3
,0.0,2012,7,20.5,10.0,0,3
,0.0,2012,7,21.0,10.0,0,3
,0.0,2012,7,21.5,10.0,1,1
,0.0,2012,7,22.0,10.0,1,1
,0.0,2012,7,22.5,10.0,1,1
,0.0,2012,7,23.0,10.0,1,1
,0.0,2012,7,23.5,10.0,1,1
,0.0,2012,7,24.0,10.0,1,1
,0.0,2012,8,0.5,0.0,0,-2
,0.0,2012,8,1.0,0.0,0,-2
,0.0,2012,8,1.5,0.0,0,-2
,0.0,2012,8,2.0,0.0,0,-2
,0.0,2012,8,2.5,0.0,0,-2
,0.0,2012,8,3.0,0.0,0,-2
,0.0,2012,8,3.5,0.0,0,-4
,0.0,2012,8,4.0,0.0,0,-4
,0.0,2012,8,4.5,0.0,0,-4
,0.0,2012,8,5.0,0.0,0,-4
,0.0,2012,8,5.5,0.0,0,-4
,0.0,2012,8,6.0,5.0,0,-4
,0.0,2012,8,6.5,10.0,0,-6
,0.0,2012,8,7.0,10.0,0,-6
,0.0,2012,8,7.5,10.0,0,-6
,112.5,2012,8,8.0,10.0,0,-6
,323.5,2012,8,8.5,10.0,0,-6
,588.0,2012,8,9.0,10.0,0,-6
,1095.5,2012,8,9.5,10.0,0,-1
,1781.5,2012,8,10.0,10.0,0,-1
,1134.5,2012,8,10.5,10.0,0,-1
,2722.5,2012,8,11.0,10.0,0,-1
,2706.5,2012,8,11.5,10.0,0,-1
,1818.5,2012,8,12.0,10.0,0,-1
,2420.5,2012,8,12.5,10.0,1,6
,2518.0,2012,8,13.0,10.0,1,6
,2568.0,2012,8,13.5,10.0,1,6
,1901.5,2012,8,14.0,10.0,1,6
,2121.0,2012,8,14.5,10.0,1,6
,1332.5,2012,8,15.0,10.0,1,6
,782.0,2012,8,15.5,10.0,0,7
,165.0,2012,8,16.0,10.0,0,7
,38.5,2012,8,16.5,10.0,0,7
,0.0,2012,8,17.0,10.0,0,7
,0.0,2012,8,17.5,10.0,0,7
,0.0,2012,8,18.0,10.0,0,7
,0.0,2012,8,18.5,10.0,1,4
,0.0,2012,8,19.0,10.0,1,4
,0.0,2012,8,19.5,10.0,1,4
,0.0,2012,8,20.0,10.0,1,4
,0.0,2012,8,20.5,10.0,1,4
,0.0,2012,8,21.0,10.0,1,4
,0.0,2012,8,21.5,10.0,0,2
,0.0,2012,8,22.0,10.0,0,2
,0.0,2012,8,22.5,10.0,0,2
,0.0,2012,8,23.0,10.0,0,2
,0.0,2012,8,23.5,10.0,0,2
,0.0,2012,8,24.0,10.0,0,2
,0.0,2012,9,0.5,10.0,0,0
,0.0,2012,9,1.0,10.0,0,0
,0.0,2012,9,1.5,10.0,0,0
,0.0,2012,9,2.0,10.0,0,0
,0.0,2012,9,2.5,10.0,0,0
,0.0,2012,9,3.0,10.0,0,0
,0.0,2012,9,3.5,10.0,1,-1
,0.0,2012,9,4.0,10.0,1,-1
,0.0,2012,9,4.5,10.0,1,-1
,0.0,2012,9,5.0,10.0,1,-1
,0.0,2012,9,5.5,10.0,1,-1
,0.0,2012,9,6.0,10.0,1,-1
,0.0,2012,9,6.5,10.0,0,-1
,0.0,2012,9,7.0,10.0,0,-1
,30.0,2012,9,7.5,10.0,0,-1
,221.5,2012,9,8.0,10.0,0,-1
,551.0,2012,9,8.5,10.0,0,-1
,1271.5,2012,9,9.0,10.0,0,-1
,1786.0,2012,9,9.5,10.0,1,1
,2183.5,2012,9,10.0,10.0,1,1
,2482.0,2012,9,10.5,10.0,1,1
,2645.0,2012,9,11.0,10.0,1,1
,2762.0,2012,9,11.5,10.0,1,1
,2803.0,2012,9,12.0,5.0,1,1
,2784.0,2012,9,12.5,0.0,0,8
,2651.0,2012,9,13.0,0.0,0,8
,2466.5,2012,9,13.5,0.0,0,8
,2197.5,2012,9,14.0,0.0,0,8
,1843.5,2012,9,14.5,0.0,0,8
,1429.0,2012,9,15.0,0.0,0,8
,898.5,2012,9,15.5,0.0,0,11
,307.0,2012,9,16.0,0.0,0,11
,106.0,2012,9,16.5,0.0,0,11
,0.0,2012,9,17.0,0.0,0,11
,0.0,2012,9,17.5,0.0,0,11
,0.0,2012,9,18.0,0.0,0,11
,0.0,2012,9,18.5,0.0,0,8
,0.0,2012,9,19.0,0.0,0,8
,0.0,2012,9,19.5,0.0,0,8
,0.0,2012,9,20.0,0.0,0,8
,0.0,2012,9,20.5,0.0,0,8
,0.0,2012,9,21.0,0.0,0,8
,0.0,2012,9,21.5,0.0,0,4
,0.0,2012,9,22.0,0.0,0,4
,0.0,2012,9,22.5,0.0,0,4
,0.0,2012,9,23.0,0.0,0,4
,0.0,2012,9,23.5,0.0,0,4
,0.0,2012,9,24.0,0.0,0,4
,0.0,2012,10,0.5,0.0,0,1
,0.0,2012,10,1.0,0.0,0,1
,0.0,2012,10,1.5,0.0,0,1
,0.0,2012,10,2.0,0.0,0,1
,0.0,2012,10,2.5,0.0,0,1
,0.0,2012,10,3.0,0.0,0,1
,0.0,2012,10,3.5,0.0,1,-1
,0.0,2012,10,4.0,0.0,1,-1
,0.0,2012,10,4.5,0.0,1,-1
,0.0,2012,10,5.0,0.0,1,-1
,0.0,2012,10,5.5,0.0,1,-1
,0.0,2012,10,6.0,0.0,1,-1
,0.0,2012,10,6.5,0.0,0,-2
,0.0,2012,10,7.0,0.0,0,-2
,40.5,2012,10,7.5,0.0,0,-2
,193.0,2012,10,8.0,0.0,0,-2
,767.0,2012,10,8.5,0.0,0,-2
,1282.0,2012,10,9.0,0.0,0,-2
,1693.5,2012,10,9.5,0.0,0,1
,1881.5,2012,10,10.0,0.0,0,1
,1886.5,2012,10,10.5,0.0,0,1
,2110.0,2012,10,11.0,0.0,0,1
,2269.0,2012,10,11.5,0.0,0,1
,2370.0,2012,10,12.0,5.0,0,1
,2241.0,2012,10,12.5,10.0,0,7
,2477.0,2012,10,13.0,10.0,0,7
,2110.0,2012,10,13.5,10.0,0,7
,1618.0,2012,10,14.0,10.0,0,7
,1598.0,2012,10,14.5,10.0,0,7
,1357.5,2012,10,15.0,10.0,0,7
,841.5,2012,10,15.5,10.0,0,9
,446.0,2012,10,16.0,10.0,0,9
,106.5,2012,10,16.5,10.0,0,9
,0.0,2012,10,17.0,10.0,0,9
,0.0,2012,10,17.5,10.0,0,9
,0.0,2012,10,18.0,10.0,0,9
,0.0,2012,10,18.5,10.0,1,6
,0.0,2012,10,19.0,10.0,1,6
,0.0,2012,10,19.5,10.0,1,6
,0.0,2012,10,20.0,10.0,1,6
,0.0,2012,10,20.5,10.0,1,6
,0.0,2012,10,21.0,10.0,1,6
,0.0,2012,10,21.5,10.0,1,4
,0.0,2012,10,22.0,10.0,1,4
,0.0,2012,10,22.5,10.0,1,4
,0.0,2012,10,23.0,10.0,1,4
,0.0,2012,10,23.5,10.0,1,4
,0.0,2012,10,24.0,10.0,1,4
,0.0,2012,11,0.5,10.0,1,2
,0.0,2012,11,1.0,10.0,1,2
,0.0,2012,11,1.5,10.0,1,2
,0.0,2012,11,2.0,10.0,1,2
,0.0,2012,11,2.5,10.0,1,2
,0.0,2012,11,3.0,10.0,1,2
,0.0,2012,11,3.5,10.0,1,1
,0.0,2012,11,4.0,10.0,1,1
,0.0,2012,11,4.5,10.0,1,1
,0.0,2012,11,5.0,10.0,1,1
,0.0,2012,11,5.5,10.0,1,1
,0.0,2012,11,6.0,10.0,1,1
,0.0,2012,11,6.5,10.0,0,1
,0.0,2012,11,7.0,10.0,0,1
,32.0,2012,11,7.5,10.0,0,1
,244.5,2012,11,8.0,10.0,0,1
,525.5,2012,11,8.5,10.0,0,1
,1050.0,2012,11,9.0,10.0,0,1
,1851.5,2012,11,9.5,10.0,0,3
,908.5,2012,11,10.0,10.0,0,3
,1835.0,2012,11,10.5,10.0,0,3
,1938.5,2012,11,11.0,10.0,0,3
,2476.0,2012,11,11.5,10.0,0,3
,2672.0,2012,11,12.0,15.0,0,3
,2668.0,2012,11,12.5,20.0,1,10
,2492.5,2012,11,13.0,20.0,1,10
,1872.5,2012,11,13.5,20.0,1,10
,1578.5,2012,11,14.0,20.0,1,10
,1718.0,2012,11,14.5,20.0,1,10
,1274.0,2012,11,15.0,20.0,1,10
,227.0,2012,11,15.5,20.0,1,9
,137.0,2012,11,16.0,20.0,1,9
,24.5,2012,11,16.5,20.0,1,9
,0.0,2012,11,17.0,20.0,1,9
,0.0,2012,11,17.5,20.0,1,9
,0.0,2012,11,18.0,15.0,1,9
,0.0,2012,11,18.5,10.0,0,6
,0.0,2012,11,19.0,10.0,0,6
,0.0,2012,11,19.5,10.0,0,6
,0.0,2012,11,20.0,10.0,0,6
,0.0,2012,11,20.5,10.0,0,6
,0.0,2012,11,21.0,10.0,0,6
,0.0,2012,11,21.5,10.0,0,2
,0.0,2012,11,22.0,10.0,0,2
,0.0,2012,11,22.5,10.0,0,2
,0.0,2012,11,23.0,10.0,0,2
,0.0,2012,11,23.5,10.0,0,2
,0.0,2012,11,24.0,10.0,0,2
,0.0,2012,12,0.5,0.0,0,-2
,0.0,2012,12,1.0,0.0,0,-2
,0.0,2012,12,1.5,0.0,0,-2
,0.0,2012,12,2.0,0.0,0,-2
,0.0,2012,12,2.5,0.0,0,-2
,0.0,2012,12,3.0,0.0,0,-2
,0.0,2012,12,3.5,0.0,0,-4
,0.0,2012,12,4.0,0.0,0,-4
,0.0,2012,12,4.5,0.0,0,-4
,0.0,2012,12,5.0,0.0,0,-4
,0.0,2012,12,5.5,0.0,0,-4
,0.0,2012,12,6.0,0.0,0,-4
,0.0,2012,12,6.5,0.0,0,-5
,0.0,2012,12,7.0,0.0,0,-5
,5.0,2012,12,7.5,0.0,0,-5
,218.5,2012,12,8.0,0.0,0,-5
,391.5,2012,12,8.5,0.0,0,-5
,1484.0,2012,12,9.0,0.0,0,-5
,733.0,2012,12,9.5,0.0,0,-2
,1157.0,2012,12,10.0,0.0,0,-2
,2092.5,2012,12,10.5,0.0,0,-2
,2456.5,2012,12,11.0,0.0,0,-2
,3066.5,2012,12,11.5,0.0,0,-2
,2826.5,2012,12,12.0,0.0,0,-2
,2585.0,2012,12,12.5,0.0,0,4
,1394.0,2012,12,13.0,0.0,0,4
,1997.0,2012,12,13.5,0.0,0,4
,1321.0,2012,12,14.0,0.0,0,4
,1956.0,2012,12,14.5,0.0,0,4
,1475.0,2012,12,15.0,0.0,0,4
,940.5,2012,12,15.5,0.0,0,6
,302.0,2012,12,16.0,0.0,0,6
,143.0,2012,12,16.5,0.0,0,6
,0.0,2012,12,17.0,0.0,0,6
,0.0,2012,12,17.5,0.0,0,6
,0.0,2012,12,18.0,5.0,0,6
,0.0,2012,12,18.5,10.0,0,3
,0.0,2012,12,19.0,10.0,0,3
,0.0,2012,12,19.5,10.0,0,3
,0.0,2012,12,20.0,10.0,0,3
,0.0,2012,12,20.5,10.0,0,3
,0.0,2012,12,21.0,10.0,0,3
,0.0,2012,12,21.5,10.0,1,1
,0.0,2012,12,22.0,10.0,1,1
,0.0,2012,12,22.5,10.0,1,1
,0.0,2012,12,23.0,10.0,1,1
,0.0,2012,12,23.5,10.0,1,1
,0.0,2012,12,24.0,10.0,1,1
,0.0,2012,13,0.5,0.0,0,0
,0.0,2012,13,1.0,0.0,0,0
,0.0,2012,13,1.5,0.0,0,0
,0.0,2012,13,2.0,0.0,0,0
,0.0,2012,13,2.5,0.0,0,0
,0.0,2012,13,3.0,0.0,0,0
,0.0,2012,13,3.5,0.0,0,-1
,0.0,2012,13,4.0,0.0,0,-1
,0.0,2012,13,4.5,0.0,0,-1
,0.0,2012,13,5.0,0.0,0,-1
,0.0,2012,13,5.5,0.0,0,-1
,0.0,2012,13,6.0,0.0,0,-1
,0.0,2012,13,6.5,0.0,0,-2
,0.0,2012,13,7.0,0.0,0,-2
,21.0,2012,13,7.5,0.0,0,-2
,113.0,2012,13,8.0,0.0,0,-2
,676.0,2012,13,8.5,0.0,0,-2
,1226.0,2012,13,9.0,0.0,0,-2
,1529.0,2012,13,9.5,0.0,0,1
,1738.0,2012,13,10.0,0.0,0,1
,1971.0,2012,13,10.5,0.0,0,1
,2134.0,2012,13,11.0,0.0,0,1
,2265.0,2012,13,11.5,0.0,0,1
,2310.0,2012,13,12.0,5.0,0,1
,2282.0,2012,13,12.5,10.0,0,7
,2229.0,2012,13,13.0,10.0,0,7
,2090.0,2012,13,13.5,10.0,0,7
,1899.0,2012,13,14.0,10.0,0,7
,1644.0,2012,13,14.5,10.0,0,7
,1323.0,2012,13,15.0,10.0,0,7
,941.0,2012,13,15.5,10.0,1,10
,220.0,2012,13,16.0,10.0,1,10
,35.0,2012,13,16.5,10.0,1,10
,0.0,2012,13,17.0,10.0,1,10
,0.0,2012,13,17.5,10.0,1,10
,0.0,2012,13,18.0,10.0,1,10
,0.0,2012,13,18.5,10.0,1,6
,0.0,2012,13,19.0,10.0,1,6
,0.0,2012,13,19.5,10.0,1,6
,0.0,2012,13,20.0,10.0,1,6
,0.0,2012,13,20.5,10.0,1,6
,0.0,2012,13,21.0,10.0,1,6
,0.0,2012,13,21.5,10.0,0,4
