Solar2,Year,Date-No,Time,Ex-Solar,Rain,Temp,Wind,Clowdy,Rainy,Snowy,Pre-Snow
0.0,2012,1,21.0,0.0,30.0,9,3,1,0,0,0.0
0.0,2012,1,21.5,0.0,30.0,9,2,0,0,0,0.0
0.0,2012,1,22.0,0.0,30.0,9,2,0,0,0,0.0
0.0,2012,1,22.5,0.0,30.0,9,2,0,0,0,0.0
0.0,2012,1,23.0,0.0,30.0,9,2,0,0,0,0.0
0.0,2012,1,23.5,0.0,30.0,9,2,0,0,0,0.0
0.0,2012,1,24.0,0.0,30.0,9,2,0,0,0,0.0
0.0,2012,2,0.5,0.0,20.0,8,2,1,0,0,0.0
0.0,2012,2,1.0,0.0,20.0,8,2,1,0,0,0.0
0.0,2012,2,1.5,0.0,20.0,8,2,1,0,0,0.0
0.0,2012,2,2.0,0.0,20.0,8,2,1,0,0,0.0
0.0,2012,2,2.5,0.0,20.0,8,2,1,0,0,0.0
0.0,2012,2,3.0,0.0,20.0,8,2,1,0,0,0.0
0.0,2012,2,3.5,0.0,20.0,7,2,1,0,0,0.0
0.0,2012,2,4.0,0.0,20.0,7,2,1,0,0,0.0
0.0,2012,2,4.5,0.0,20.0,7,2,1,0,0,0.0
0.0,2012,2,5.0,0.0,20.0,7,2,1,0,0,0.0
0.0,2012,2,5.5,0.0,20.0,7,2,1,0,0,0.0
0.0,2012,2,6.0,0.0,20.0,7,2,1,0,0,0.0
0.0,2012,2,6.5,0.0,20.0,6,3,1,0,0,0.0
0.0,2012,2,7.0,3.154390738348907,20.0,6,3,1,0,0,0.0
0.0,2012,2,7.5,52.51388018332214,20.0,6,3,1,0,0,0.0
27.0,2012,2,8.0,114.22370280110546,20.0,6,3,1,0,0,0.0
47.0,2012,2,8.5,171.26340163690324,20.0,6,3,1,0,0,0.0
423.0,2012,2,9.0,222.65701162924282,20.0,6,3,1,0,0,0.0
638.0,2012,2,9.5,267.52517386215453,20.0,7,4,0,0,0,0.0
1828.0,2012,2,10.0,305.10018164002867,20.0,7,4,0,0,0,0.0
1648.0,2012,2,10.5,334.73911616202537,20.0,7,4,0,0,0,0.0
2958.0,2012,2,11.0,355.9348470410082,20.0,7,4,0,0,0,0.0
2948.0,2012,2,11.5,368.3247094450711,20.0,7,4,0,0,0,0.0
951.0,2012,2,12.0,371.69670939336146,15.0,7,4,0,0,0,0.0
1627.0,2012,2,12.5,365.9931510318691,10.0,10,4,0,0,0,0.0
2164.0,2012,2,13.0,351.31162382548445,10.0,10,4,0,0,0,0.0
2830.0,2012,2,13.5,327.9033327751969,10.0,10,4,0,0,0,0.0
2272.0,2012,2,14.0,296.1688002308814,10.0,10,4,0,0,0,0.0
2042.0,2012,2,14.5,256.6510128428456,10.0,10,4,0,0,0,0.0
1594.0,2012,2,15.0,210.02613090969973,10.0,10,4,0,0,0,0.0
858.0,2012,2,15.5,157.09191908817914,10.0,10,4,0,0,0,0.0
463.0,2012,2,16.0,98.75409641868622,10.0,10,4,0,0,0,0.0
110.0,2012,2,16.5,36.01083922139612,10.0,10,4,0,0,0,0.0
0.0,2012,2,17.0,0.08914414539689491,10.0,10,4,0,0,0,0.0
0.0,2012,2,17.5,0.0,10.0,10,4,0,0,0,0.0
0.0,2012,2,18.0,0.0,10.0,10,4,0,0,0,0.0
0.0,2012,2,18.5,0.0,10.0,8,3,0,0,0,0.0
0.0,2012,2,19.0,0.0,10.0,8,3,0,0,0,0.0
0.0,2012,2,19.5,0.0,10.0,8,3,0,0,0,0.0
0.0,2012,2,20.0,0.0,10.0,8,3,0,0,0,0.0
0.0,2012,2,20.5,0.0,10.0,8,3,0,0,0,0.0
0.0,2012,2,21.0,0.0,10.0,8,3,0,0,0,0.0
0.0,2012,2,21.5,0.0,10.0,6,2,1,0,0,0.0
0.0,2012,2,22.0,0.0,10.0,6,2,1,0,0,0.0
0.0,2012,2,22.5,0.0,10.0,6,2,1,0,0,0.0
0.0,2012,2,23.0,0.0,10.0,6,2,1,0,0,0.0
0.0,2012,2,23.5,0.0,10.0,6,2,1,0,0,0.0
0.0,2012,2,24.0,0.0,10.0,6,2,1,0,0,0.0
0.0,2012,3,0.5,0.0,0.0,4,4,0,0,0,0.0
0.0,2012,3,1.0,0.0,0.0,4,4,0,0,0,0.0
0.0,2012,3,1.5,0.0,0.0,4,4,0,0,0,0.0
0.0,2012,3,2.0,0.0,0.0,4,4,0,0,0,0.0
0.0,2012,3,2.5,0.0,0.0,4,4,0,0,0,0.0
0.0,2012,3,3.0,0.0,0.0,4,4,0,0,0,0.0
0.0,2012,3,3.5,0.0,0.0,3,4,0,0,0,0.0
0.0,2012,3,4.0,0.0,0.0,3,4,0,0,0,0.0
0.0,2012,3,4.5,0.0,0.0,3,4,0,0,0,0.0
0.0,2012,3,5.0,0.0,0.0,3,4,0,0,0,0.0
0.0,2012,3,5.5,0.0,0.0,3,4,0,0,0,0.0
0.0,2012,3,6.0,0.0,0.0,3,4,0,0,0,0.0
0.0,2012,3,6.5,0.0,0.0,3,4,0,0,0,0.0
0.0,2012,3,7.0,3.4083026631580005,0.0,3,4,0,0,0,0.0
28.0,2012,3,7.5,53.35191763940184,0.0,3,4,0,0,0,0.0
99.0,2012,3,8.0,115.10864008215647,0.0,3,4,0,0,0,0.0
196.0,2012,3,8.5,172.19168942162344,0.0,3,4,0,0,0,0.0
300.0,2012,3,9.0,223.62435885719324,0.0,3,4,0,0,0,0.0
446.0,2012,3,9.5,268.52662115499317,0.0,4,2,0,0,0,0.0
541.0,2012,3,10.0,306.130186157849,0.0,4,2,0,0,0,0.0
898.0,2012,3,10.5,335.791646442884,0.0,4,2,0,0,0,0.0
1052.0,2012,3,11.0,357.00348620091063,0.0,4,2,0,0,0,0.0
1616.0,2012,3,11.5,369.40276497263613,0.0,4,2,0,0,0,0.0
1356.0,2012,3,12.0,372.7773276605467,5.0,4,2,0,0,0,0.0
2052.0,2012,3,12.5,367.0694345614467,10.0,8,1,1,0,0,0.0
3222.0,2012,3,13.0,352.37674930878865,10.0,8,1,1,0,0,0.0
3307.0,2012,3,13.5,328.9506678208274,10.0,8,1,1,0,0,0.0
2802.0,2012,3,14.0,297.19201684675886,10.0,8,1,1,0,0,0.0
2367.0,2012,3,14.5,257.6441957099109,10.0,8,1,1,0,0,0.0
1673.0,2012,3,15.0,210.98387859466246,10.0,8,1,1,0,0,0.0
890.0,2012,3,15.5,158.00943646353943,10.0,9,1,1,0,0,0.0
293.0,2012,3,16.0,99.62727670869538,10.0,9,1,1,0,0,0.0
70.0,2012,3,16.5,36.83633427012839,10.0,9,1,1,0,0,0.0
0.0,2012,3,17.0,0.13540970020226842,10.0,9,1,1,0,0,0.0
0.0,2012,3,17.5,0.0,10.0,9,1,1,0,0,0.0
0.0,2012,3,18.0,0.0,10.0,9,1,1,0,0,0.0
0.0,2012,3,18.5,0.0,10.0,7,1,1,0,0,0.0
0.0,2012,3,19.0,0.0,10.0,7,1,1,0,0,0.0
0.0,2012,3,19.5,0.0,10.0,7,1,1,0,0,0.0
0.0,2012,3,20.0,0.0,10.0,7,1,1,0,0,0.0
0.0,2012,3,20.5,0.0,10.0,7,1,1,0,0,0.0
0.0,2012,3,21.0,0.0,10.0,7,1,1,0,0,0.0
0.0,2012,3,21.5,0.0,10.0,6,2,1,0,0,0.0
0.0,2012,3,22.0,0.0,10.0,6,2,1,0,0,0.0
0.0,2012,3,22.5,0.0,10.0,6,2,1,0,0,0.0
0.0,2012,3,23.0,0.0,10.0,6,2,1,0,0,0.0
0.0,2012,3,23.5,0.0,10.0,6,2,1,0,0,0.0
0.0,2012,3,24.0,0.0,10.0,6,2,1,0,0,0.0
0.0,2012,4,0.5,0.0,10.0,5,2,1,0,0,0.0
0.0,2012,4,1.0,0.0,10.0,5,2,1,0,0,0.0
0.0,2012,4,1.5,0.0,10.0,5,2,1,0,0,0.0
0.0,2012,4,2.0,0.0,10.0,5,2,1,0,0,0.0
0.0,2012,4,2.5,0.0,10.0,5,2,1,0,0,0.0
0.0,2012,4,3.0,0.0,10.0,5,2,1,0,0,0.0
0.0,2012,4,3.5,0.0,10.0,4,1,0,0,0,0.0
0.0,2012,4,4.0,0.0,10.0,4,1,0,0,0,0.0
0.0,2012,4,4.5,0.0,10.0,4,1,0,0,0,0.0
0.0,2012,4,5.0,0.0,10.0,4,1,0,0,0,0.0
0.0,2012,4,5.5,0.0,10.0,4,1,0,0,0,0.0
0.0,2012,4,6.0,0.0,10.0,4,1,0,0,0,0.0
0.0,2012,4,6.5,0.0,10.0,3,2,0,0,0,0.0
0.0,2012,4,7.0,3.6886353240760275,10.0,3,2,0,0,0,0.0
32.0,2012,4,7.5,54.24189699049529,10.0,3,2,0,0,0,0.0
326.0,2012,4,8.0,116.0475898907981,10.0,3,2,0,0,0,0.0
877.0,2012,4,8.5,173.17590366357416,10.0,3,2,0,0,0,0.0
1499.0,2012,4,9.0,224.6493570212104,10.0,3,2,0,0,0,0.0
2128.0,2012,4,9.5,269.58722490562013,10.0,5,2,0,0,0,0.0
2468.0,2012,4,10.0,307.2206079381704,10.0,5,2,0,0,0,0.0
2906.0,2012,4,10.5,336.9055885012293,10.0,5,2,0,0,0,0.0
3103.0,2012,4,11.0,358.1342483471315,10.0,5,2,0,0,0,0.0
3190.0,2012,4,11.5,370.54335922021704,10.0,5,2,0,0,0,0.0
3312.0,2012,4,12.0,373.9205977929919,20.0,5,2,0,0,0,0.0
3245.0,2012,4,12.5,368.2081785771285,30.0,9,2,1,0,0,0.0
3057.0,2012,4,13.0,353.50384264919205,30.0,9,2,1,0,0,0.0
2825.0,2012,4,13.5,330.05918527372177,30.0,9,2,1,0,0,0.0
2505.0,2012,4,14.0,298.27535103849885,30.0,9,2,1,0,0,0.0
1683.0,2012,4,14.5,258.6961701594318,30.0,9,2,1,0,0,0.0
725.0,2012,4,15.0,211.99885339478337,30.0,9,2,1,0,0,0.0
190.0,2012,4,15.5,158.98240478133891,30.0,10,3,1,0,0,0.0
269.0,2012,4,16.0,100.55395045381094,30.0,10,3,1,0,0,0.0
50.0,2012,4,16.5,37.713217465171496,30.0,10,3,1,0,0,0.0
0.0,2012,4,17.0,0.19508444651980814,30.0,10,3,1,0,0,0.0
0.0,2012,4,17.5,0.0,30.0,10,3,1,0,0,0.0
0.0,2012,4,18.0,0.0,25.0,10,3,1,0,0,0.0
0.0,2012,4,18.5,0.0,20.0,5,3,1,0,0,0.0
0.0,2012,4,19.0,0.0,20.0,5,3,1,0,0,0.0
0.0,2012,4,19.5,0.0,20.0,5,3,1,0,0,0.0
0.0,2012,4,20.0,0.0,20.0,5,3,1,0,0,0.0
0.0,2012,4,20.5,0.0,20.0,5,3,1,0,0,0.0
0.0,2012,4,21.0,0.0,20.0,5,3,1,0,0,0.0
0.0,2012,4,21.5,0.0,20.0,4,2,1,0,0,0.0
0.0,2012,4,22.0,0.0,20.0,4,2,1,0,0,0.0
0.0,2012,4,22.5,0.0,20.0,4,2,1,0,0,0.0
0.0,2012,4,23.0,0.0,20.0,4,2,1,0,0,0.0
0.0,2012,4,23.5,0.0,20.0,4,2,1,0,0,0.0
0.0,2012,4,24.0,0.0,20.0,4,2,1,0,0,0.0
0.0,2012,5,0.5,0.0,10.0,3,4,0,0,0,0.0
0.0,2012,5,1.0,0.0,10.0,3,4,0,0,0,0.0
0.0,2012,5,1.5,0.0,10.0,3,4,0,0,0,0.0
0.0,2012,5,2.0,0.0,10.0,3,4,0,0,0,0.0
0.0,2012,5,2.5,0.0,10.0,3,4,0,0,0,0.0
0.0,2012,5,3.0,0.0,10.0,3,4,0,0,0,0.0
0.0,2012,5,3.5,0.0,10.0,2,4,0,0,0,0.0
0.0,2012,5,4.0,0.0,10.0,2,4,0,0,0,0.0
0.0,2012,5,4.5,0.0,10.0,2,4,0,0,0,0.0
0.0,2012,5,5.0,0.0,10.0,2,4,0,0,0,0.0
0.0,2012,5,5.5,0.0,10.0,2,4,0,0,0,0.0
0.0,2012,5,6.0,0.0,5.0,2,4,0,0,0,0.0
0.0,2012,5,6.5,0.0,0.0,1,2,0,0,0,0.0
0.0,2012,5,7.0,3.997178491610309,0.0,1,2,0,0,0,0.0
9.0,2012,5,7.5,55.18349948493927,0.0,1,2,0,0,0,0.0
394.0,2012,5,8.0,117.04017810863613,0.0,1,2,0,0,0,0.0
1005.0,2012,5,8.5,174.21561906771663,0.0,1,2,0,0,0,0.0
1670.0,2012,5,9.0,225.73153471534386,0.0,1,2,0,0,0,0.0
2345.0,2012,5,9.5,270.7064734518767,0.0,3,2,0,0,0,0.0
2798.0,2012,5,10.0,308.3709016061244,0.0,3,2,0,0,0,0.0
3059.0,2012,5,10.5,338.08037036981534,0.0,3,2,0,0,0,0.0
3306.0,2012,5,11.0,359.326542495382,0.0,3,2,0,0,0,0.0
3437.0,2012,5,11.5,371.74589008720415,0.0,3,2,0,0,0,0.0
3498.0,2012,5,12.0,375.12591466469195,0.0,3,2,0,0,0,0.0
3373.0,2012,5,12.5,369.40878307020483,0.0,7,2,0,0,0,0.0
3159.0,2012,5,13.0,354.69231701041264,0.0,7,2,0,0,0,0.0
3038.0,2012,5,13.5,331.2283192997739,0.0,7,2,0,0,0,0.0
2773.0,2012,5,14.0,299.41826544456654,0.0,7,2,0,0,0,0.0
2249.0,2012,5,14.5,259.80643428566657,0.0,7,2,0,0,0,0.0
1689.0,2012,5,15.0,213.07059523667698,0.0,7,2,0,0,0,0.0
965.0,2012,5,15.5,160.01041146134864,0.0,7,2,0,0,0,0.0
448.0,2012,5,16.0,101.53375741513956,0.0,7,2,0,0,0,0.0
110.0,2012,5,16.5,38.64118486157191,0.0,7,2,0,0,0,0.0
0.0,2012,5,17.0,0.2700307949509378,0.0,7,2,0,0,0,0.0
0.0,2012,5,17.5,0.0,0.0,7,2,0,0,0,0.0
0.0,2012,5,18.0,0.0,0.0,7,2,0,0,0,0.0
0.0,2012,5,18.5,0.0,0.0,5,2,0,0,0,0.0
0.0,2012,5,19.0,0.0,0.0,5,2,0,0,0,0.0
0.0,2012,5,19.5,0.0,0.0,5,2,0,0,0,0.0
0.0,2012,5,20.0,0.0,0.0,5,2,0,0,0,0.0
0.0,2012,5,20.5,0.0,0.0,5,2,0,0,0,0.0
0.0,2012,5,21.0,0.0,0.0,5,2,0,0,0,0.0
0.0,2012,5,21.5,0.0,0.0,4,2,0,0,0,0.0
0.0,2012,5,22.0,0.0,0.0,4,2,0,0,0,0.0
0.0,2012,5,22.5,0.0,0.0,4,2,0,0,0,0.0
0.0,2012,5,23.0,0.0,0.0,4,2,0,0,0,0.0
0.0,2012,5,23.5,0.0,0.0,4,2,0,0,0,0.0
0.0,2012,5,24.0,0.0,0.0,4,2,0,0,0,0.0
0.0,2012,6,0.5,0.0,0.0,3,2,0,0,0,0.0
0.0,2012,6,1.0,0.0,0.0,3,2,0,0,0,0.0
0.0,2012,6,1.5,0.0,0.0,3,2,0,0,0,0.0
0.0,2012,6,2.0,0.0,0.0,3,2,0,0,0,0.0
0.0,2012,6,2.5,0.0,0.0,3,2,0,0,0,0.0
0.0,2012,6,3.0,0.0,0.0,3,2,0,0,0,0.0
0.0,2012,6,3.5,0.0,0.0,2,2,0,0,0,0.0
0.0,2012,6,4.0,0.0,0.0,2,2,0,0,0,0.0
0.0,2012,6,4.5,0.0,0.0,2,2,0,0,0,0.0
0.0,2012,6,5.0,0.0,0.0,2,2,0,0,0,0.0
0.0,2012,6,5.5,0.0,0.0,2,2,0,0,0,0.0
0.0,2012,6,6.0,0.0,5.0,2,2,0,0,0,0.0
0.0,2012,6,6.5,0.0,10.0,2,2,1,0,0,0.0
0.0,2012,6,7.0,4.335802619842145,10.0,2,2,1,0,0,0.0
56.0,2012,6,7.5,56.176385445463154,10.0,2,2,1,0,0,0.0
217.0,2012,6,8.0,118.08600679730566,10.0,2,2,1,0,0,0.0
423.0,2012,6,8.5,175.31038384371985,10.0,2,2,1,0,0,0.0
576.0,2012,6,9.0,226.870391627847,10.0,2,2,1,0,0,0.0
848.0,2012,6,9.5,271.8838241213657,10.0,4,2,1,0,0,0.0
1029.0,2012,6,10.0,309.58048901423075,10.0,4,2,1,0,0,0.0
2131.0,2012,6,10.5,339.3153859186351,10.0,4,2,1,0,0,0.0
2085.0,2012,6,11.0,360.5797425044736,10.0,4,2,1,0,0,0.0
1603.0,2012,6,11.5,373.00971973496905,10.0,4,2,1,0,0,0.0
2380.0,2012,6,12.0,376.3926372534667,10.0,4,2,1,0,0,0.0
2778.0,2012,6,12.5,370.6706124033036,10.0,8,2,1,0,0,0.0
3112.0,2012,6,13.0,355.94155061611053,10.0,8,2,1,0,0,0.0
2930.0,2012,6,13.5,332.45747022273406,10.0,8,2,1,0,0,0.0
2632.0,2012,6,14.0,300.620190349722,10.0,8,2,1,0,0,0.0
2291.0,2012,6,14.5,260.9744556826632,10.0,8,2,1,0,0,0.0
1646.0,2012,6,15.0,214.19861573358517,10.0,8,2,1,0,0,0.0
930.0,2012,6,15.5,161.09301809272966,10.0,8,1,0,0,0,0.0
492.0,2012,6,16.0,102.56631425938494,10.0,8,1,0,0,0,0.0
130.0,2012,6,16.5,39.61991236280747,10.0,8,1,0,0,0,0.0
0.0,2012,6,17.0,0.3621967216127101,10.0,8,1,0,0,0,0.0
0.0,2012,6,17.5,0.0,10.0,8,1,0,0,0,0.0
0.0,2012,6,18.0,0.0,10.0,8,1,0,0,0,0.0
0.0,2012,6,18.5,0.0,10.0,7,1,1,0,0,0.0
0.0,2012,6,19.0,0.0,10.0,7,1,1,0,0,0.0
0.0,2012,6,19.5,0.0,10.0,7,1,1,0,0,0.0
0.0,2012,6,20.0,0.0,10.0,7,1,1,0,0,0.0
0.0,2012,6,20.5,0.0,10.0,7,1,1,0,0,0.0
0.0,2012,6,21.0,0.0,10.0,7,1,1,0,0,0.0
0.0,2012,6,21.5,0.0,10.0,6,2,0,0,0,0.0
0.0,2012,6,22.0,0.0,10.0,6,2,0,0,0,0.0
0.0,2012,6,22.5,0.0,10.0,6,2,0,0,0,0.0
0.0,2012,6,23.0,0.0,10.0,6,2,0,0,0,0.0
0.0,2012,6,23.5,0.0,10.0,6,2,0,0,0,0.0
0.0,2012,6,24.0,0.0,10.0,6,2,0,0,0,0.0
,2012,7,0.5,0.0,10.0,5,4,1,0,0,0.0
,2012,7,1.0,0.0,10.0,5,4,1,0,0,0.0
,2012,7,1.5,0.0,10.0,5,4,1,0,0,0.0
,2012,7,2.0,0.0,10.0,5,4,1,0,0,0.0
,2012,7,2.5,0.0,10.0,5,4,1,0,0,0.0
,2012,7,3.0,0.0,10.0,5,4,1,0,0,0.0
,2012,7,3.5,0.0,10.0,4,4,1,0,0,0.0
,2012,7,4.0,0.0,10.0,4,4,1,0,0,0.0
,2012,7,4.5,0.0,10.0,4,4,1,0,0,0.0
,2012,7,5.0,0.0,10.0,4,4,1,0,0,0.0
,2012,7,5.5,0.0,10.0,4,4,1,0,0,0.0
,2012,7,6.0,0.0,10.0,4,4,1,0,0,0.0
,2012,7,6.5,0.0,10.0,3,4,1,0,0,0.0
,2012,7,7.0,4.706454883840656,10.0,3,4,1,0,0,0.0
,2012,7,7.5,57.220194283515916,10.0,3,4,1,0,0,0.0
,2012,7,8.0,119.18465427499977,10.0,3,4,1,0,0,0.0
,2012,7,8.5,176.45971983998393,10.0,3,4,1,0,0,0.0
,2012,7,9.0,228.06539872700327,10.0,3,4,1,0,0,0.0
,2012,7,9.5,273.11870346250373,10.0,4,4,1,0,0,0.0
,2012,7,10.0,310.84875951132483,10.0,4,4,1,0,0,0.0
,2012,7,10.5,340.6099951537235,10.0,4,4,1,0,0,0.0
,2012,7,11.0,361.8931873964849,10.0,4,4,1,0,0,0.0
,2012,7,11.5,374.33417491951985,10.0,4,4,1,0,0,0.0
,2012,7,12.0,377.7200889770156,5.0,4,4,1,0,0,0.0
,2012,7,12.5,371.99299564069594,0.0,7,3,0,0,0,0.0
,2012,7,13.0,357.2508870653952,0.0,7,3,0,0,0,0.0
,2012,7,13.5,333.7460048161217,0.0,7,3,0,0,0,0.0
,2012,7,14.0,301.880523944945,0.0,7,3,0,0,0,0.0
,2012,7,14.5,262.19967166435134,0.0,7,3,0,0,0,0.0
,2012,7,15.0,215.38239835847224,0.0,7,3,0,0,0,0.0
,2012,7,15.5,162.22976055377183,0.0,8,3,0,0,0,0.0
,2012,7,16.0,103.65121461978376,0.0,8,3,0,0,0,0.0
,2012,7,16.5,40.64905571847984,0.0,8,3,0,0,0,0.0
,2012,7,17.0,0.47361125661982967,0.0,8,3,0,0,0,0.0
,2012,7,17.5,0.0,0.0,8,3,0,0,0,0.0
,2012,7,18.0,0.0,0.0,8,3,0,0,0,0.0
,2012,7,18.5,0.0,0.0,6,3,0,0,0,0.0
,2012,7,19.0,0.0,0.0,6,3,0,0,0,0.0
,2012,7,19.5,0.0,0.0,6,3,0,0,0,0.0
,2012,7,20.0,0.0,0.0,6,3,0,0,0,0.0
,2012,7,20.5,0.0,0.0,6,3,0,0,0,0.0
,2012,7,21.0,0.0,0.0,6,3,0,0,0,0.0
,2012,7,21.5,0.0,0.0,4,3,0,0,0,0.0
,2012,7,22.0,0.0,0.0,4,3,0,0,0,0.0
,2012,7,22.5,0.0,0.0,4,3,0,0,0,0.0
,2012,7,23.0,0.0,0.0,4,3,0,0,0,0.0
,2012,7,23.5,0.0,0.0,4,3,0,0,0,0.0
,2012,7,24.0,0.0,0.0,4,3,0,0,0,0.0
0.0,2012,8,0.5,0.0,10.0,3,3,0,0,0,0.0
0.0,2012,8,1.0,0.0,10.0,3,3,0,0,0,0.0
0.0,2012,8,1.5,0.0,10.0,3,3,0,0,0,0.0
0.0,2012,8,2.0,0.0,10.0,3,3,0,0,0,0.0
0.0,2012,8,2.5,0.0,10.0,3,3,0,0,0,0.0
0.0,2012,8,3.0,0.0,10.0,3,3,0,0,0,0.0
0.0,2012,8,3.5,0.0,10.0,2,3,1,0,0,0.0
0.0,2012,8,4.0,0.0,10.0,2,3,1,0,0,0.0
0.0,2012,8,4.5,0.0,10.0,2,3,1,0,0,0.0
0.0,2012,8,5.0,0.0,10.0,2,3,1,0,0,0.0
0.0,2012,8,5.5,0.0,10.0,2,3,1,0,0,0.0
0.0,2012,8,6.0,0.0,10.0,2,3,1,0,0,0.0
0.0,2012,8,6.5,0.0,10.0,1,2,1,0,0,0.0
0.0,2012,8,7.0,5.111151668906083,10.0,1,2,1,0,0,0.0
0.0,2012,8,7.5,58.31454452094031,10.0,1,2,1,0,0,0.0
130.0,2012,8,8.0,120.33567520386188,10.0,1,2,1,0,0,0.0
368.0,2012,8,8.5,177.66312269177658,10.0,1,2,1,0,0,0.0
688.0,2012,8,9.0,229.31599846399493,10.0,1,2,1,0,0,0.0
1113.0,2012,8,9.5,274.41050749517166,10.0,3,2,0,0,0,0.0
2161.0,2012,8,10.0,312.17507023322344,10.0,3,2,0,0,0,0.0
1541.0,2012,8,10.5,341.96352453938727,10.0,3,2,0,0,0,0.0
3265.0,2012,8,11.0,363.26618170156485,10.0,3,2,0,0,0,0.0
3143.0,2012,8,11.5,375.718547349499,10.0,3,2,0,0,0,0.0
1930.0,2012,8,12.0,379.1075580545055,10.0,3,2,0,0,0,0.0
3098.0,2012,8,12.5,373.3752269038105,10.0,7,2,1,0,0,0.0
2912.0,2012,8,13.0,358.61963567270476,10.0,7,2,1,0,0,0.0
3038.0,2012,8,13.5,335.09325661817536,10.0,7,2,1,0,0,0.0
2250.0,2012,8,14.0,303.1986326085897,10.0,7,2,1,0,0,0.0
2545.0,2012,8,14.5,263.48148950361235,10.0,7,2,1,0,0,0.0
1362.0,2012,8,15.0,216.62139863344183,10.0,7,2,1,0,0,0.0
807.0,2012,8,15.5,163.42014914493842,10.0,8,1,0,0,0,0.0
202.0,2012,8,16.0,104.78802916702342,10.0,8,1,0,0,0,0.0
40.0,2012,8,16.5,41.72825052841373,10.0,8,1,0,0,0,0.0
0.0,2012,8,17.0,0.6063798120210949,10.0,8,1,0,0,0,0.0
0.0,2012,8,17.5,0.0,10.0,8,1,0,0,0,0.0
0.0,2012,8,18.0,0.0,10.0,8,1,0,0,0,0.0
0.0,2012,8,18.5,0.0,10.0,7,1,0,0,0,0.0
0.0,2012,8,19.0,0.0,10.0,7,1,0,0,0,0.0
0.0,2012,8,19.5,0.0,10.0,7,1,0,0,0,0.0
0.0,2012,8,20.0,0.0,10.0,7,1,0,0,0,0.0
0.0,2012,8,20.5,0.0,10.0,7,1,0,0,0,0.0
0.0,2012,8,21.0,0.0,10.0,7,1,0,0,0,0.0
0.0,2012,8,21.5,0.0,10.0,5,2,1,0,0,0.0
